Genotype,Length_mm,Width_mm,Area_mm_2,GW_mg
cv1,6.42,3.61,18.24,46.18
cv1,6.15,3.46,17.01,42.12
cv1,6.38,3.1,15.37,36.85
cv1,6.98,3.74,20.3,53.2
cv1,6.69,4.16,21.23,56.44
cv1,6.8,3.81,20.58,54.18
cv1,7.12,3.47,18.57,47.31
cv1,6.97,3.67,19.96,52.04
cv1,6.6,3.67,18.77,47.97
cv1,6.65,3.25,16.69,41.08
cv1,5.91,3.04,13.22,30.2
cv1,6.92,4.19,22.38,60.51
cv1,5.48,2.82,11.47,25.03
cv1,6.97,4.01,22.13,59.63
cv1,5.73,2.81,12.53,28.13
cv1,6.28,3.55,17.04,42.23
cv1,6.78,4.04,21.6,57.75
cv1,6.37,3.63,17,42.09
cv1,6.75,3.58,18.32,46.45
cv1,6.02,3.75,17.18,42.67
cv1,6.2,4.04,17.98,45.33
cv1,6.55,3.89,19.9,51.83
cv1,6.37,3.64,18.18,45.98
cv1,6.55,3.66,17.08,42.35
cv1,6.62,3.95,20.35,53.35
cv1,7.38,4.02,21.51,57.41
cv1,5.84,2.97,12.75,28.79
cv1,6.72,3.92,20.96,55.48
cv1,6.75,3.56,19.11,49.11
cv1,6.57,3.51,18.11,45.74
cv1,5.3,2.9,11.48,25.08
cv1,6.92,3.93,20.84,55.08
cv1,5.89,3.22,14.01,32.59
cv1,6.65,3.95,20.84,55.08
cv1,6.21,3.24,15.56,37.46
cv1,6.06,3.2,14.88,35.31
cv1,6.55,3.62,17.8,44.71
cv1,6.44,3.4,17.12,42.49
cv1,5.89,3.38,14.92,35.42
cv1,6.97,3.75,19.96,52.01
cv1,6.33,3.2,15.13,36.09
cv1,6.65,3.66,18.64,47.52
cv1,6.44,3.3,16.31,39.84
cv1,5.47,2.52,10.31,21.74
cv1,5.91,2.99,13.07,29.74
cv1,5.96,3.44,15.4,36.93
cv1,6.75,3.71,19.75,51.31
cv1,6.79,3.43,18.28,46.33
cv1,7,4.01,22.19,59.82
cv1,6.02,3.29,14.86,35.26
cv1,6.5,3.63,18.21,46.1
cv1,6.24,2.88,13.44,30.87
cv1,7.03,3.31,17.72,44.48
cv1,6.21,3.77,17.48,43.66
cv1,5.42,2.27,9.25,18.85
cv1,7.03,3.64,19.31,49.8
cv1,6.59,3.61,17.92,45.12
cv1,6.57,3.42,16.91,41.8
cv1,6.48,4.4,21.51,57.44
cv1,7.26,3.74,20.9,55.29
cv1,6.49,3.53,17.77,44.62
cv1,6.64,4.17,20.54,54.03
cv1,6.48,3.08,15.13,36.09
cv1,6.55,3.01,14.63,34.51
cv1,6.76,3.86,19.61,50.83
cv1,6.36,3.51,16.73,41.22
cv1,6.42,3.54,17.49,43.69
cv1,7.34,3.91,22.49,60.89
cv1,6.65,3.75,17.94,45.18
cv1,6.45,3.62,18.39,46.69
cv1,4.95,1.61,5.94,10.51
cv1,6.39,3.92,19.88,51.74
cv1,6.53,3.02,15.73,38
cv1,6.52,3.67,17.7,44.39
cv1,6.35,2.78,13.89,32.24
cv1,5.72,3.68,15.02,35.73
cv1,6.97,3.61,20,52.16
cv1,6.37,4.28,20.43,53.66
cv1,5.53,2.98,12.26,27.35
cv1,7.17,3.74,21.44,57.19
cv1,6.5,3.24,15.99,38.82
cv1,6.63,3.54,17.85,44.89
cv1,6.65,3.17,16.08,39.1
cv1,7.09,4.35,23.97,66.23
cv1,6.72,4.13,21.1,55.97
cv1,5.44,3.17,12.81,28.97
cv1,5.14,1.79,6.94,12.9
cv1,6.9,3.28,17.45,43.57
cv1,6.21,3.72,17.29,43.04
cv1,6.92,3.72,20.04,52.31
cv1,7.11,3.88,21.27,56.56
cv1,7.07,3.84,21.49,57.34
cv1,6.92,3.5,18.8,48.09
cv1,6.87,4.04,21.86,58.66
cv1,6.11,3.5,16.42,40.22
cv1,5.72,3.71,16.16,39.36
cv1,6.87,3.68,19.73,51.25
cv1,5.89,2.4,10.3,21.71
cv1,6.37,3.88,19.27,49.65
cv1,6.82,4.08,22.01,59.19
cv1,7.39,3.88,22.22,59.95
cv1,6.1,3.36,15.57,37.49
cv1,6.26,3.78,17.49,43.69
cv1,6.42,4.1,20.54,54.03
cv1,5.48,3.1,12.85,29.08
cv1,6.31,3.66,17.96,45.27
cv1,5.96,2.89,12.63,28.42
cv1,5.6,2.68,11.36,24.72
cv1,6.57,3.32,17.09,42.38
cv1,6.49,3.63,17.58,44.01
cv1,6.76,3.37,17.36,43.28
cv1,6.67,3.38,17.01,42.12
cv1,5.78,2.27,9.54,19.64
cv1,6.62,3.65,18.22,46.12
cv1,6.98,3.89,20.42,53.6
cv1,6.94,3.92,20.81,54.95
cv1,6.63,3.61,18.76,47.94
cv1,5.8,3.38,15.09,35.95
cv1,5.43,2.84,11.85,26.13
cv1,6.5,4.02,19.8,51.46
cv1,6.55,3.59,18.11,45.74
cv1,6.28,3.63,17.19,42.72
cv1,6.55,3.22,15.93,38.62
cv1,6.24,3.84,17.06,42.29
cv1,6.8,4.36,21.66,57.94
cv1,6.87,4.52,23.38,64.11
cv1,6.44,3.71,18.39,46.69
cv1,6.76,4.1,20.71,54.61
cv1,6.63,3.37,16.56,40.67
cv1,7.7,4.04,24.49,68.14
cv1,6.48,3.83,18.79,48.03
cv1,6.78,3.51,18.74,47.88
cv1,6.87,3.48,18.46,46.93
cv1,5.43,3.03,12.24,27.29
cv1,6.73,3.69,18.73,47.82
cv1,5.86,3.3,14.39,33.77
cv1,7,3.65,19.74,51.28
cv1,7.59,3.54,19.9,51.83
cv1,7.07,3.52,19.68,51.07
cv1,6.9,3.73,20.33,53.29
cv1,7.09,3.84,20.42,53.6
cv1,6.76,4.88,21.42,57.09
cv1,5.99,3.7,16.83,41.54
cv1,7.03,3.64,19.85,51.64
cv1,5.87,3.26,14.86,35.26
cv1,6.48,3.4,16.31,39.84
cv1,7.02,3.93,21.09,55.94
cv1,7.24,4.27,22.94,62.51
cv1,7.15,4.16,23.06,62.96
cv1,6.75,3.84,20.27,53.11
cv1,6.76,3.87,20.52,53.97
cv1,6.85,3.95,21.31,56.72
cv1,6.62,3.69,19.43,50.22
cv1,5.12,2.69,10.7,22.86
cv1,6.74,4.09,20.54,54.03
cv1,6.43,3.71,17.84,44.86
cv1,6.49,3.66,17.56,43.92
cv1,6.26,3.66,17.36,43.28
cv1,5.78,2.81,11.8,26
cv1,6.73,3.79,20.48,53.81
cv1,6.61,2.84,14.17,33.11
cv1,6.94,4.08,21.24,56.47
cv1,6.92,4.1,22.16,59.73
cv1,5.34,2.92,11.85,26.13
cv1,6.8,3.58,17.95,45.21
cv1,6.76,3.06,16.06,39.05
cv1,6.87,4.29,22.48,60.86
cv1,6.87,4.06,21.38,56.97
cv1,7.13,4,21.51,57.41
cv1,7.05,3.74,20.5,53.88
cv1,5.76,2.26,9.58,19.74
cv1,5.93,3.45,15.43,37.04
cv1,6.19,3.38,16.39,40.1
cv1,7.16,3.29,17.95,45.24
cv1,6.76,3.1,16.1,39.16
cv1,5.8,2.76,12.53,28.13
cv1,6.92,3.87,19.76,51.34
cv1,6.94,3.62,19.62,50.86
cv1,7.07,4.03,22.66,61.5
cv1,6.71,3.71,19.31,49.8
cv1,6.2,4.08,18.74,47.88
cv1,7.05,4.05,22.49,60.89
cv1,6.79,3.85,19.94,51.95
cv1,5.04,2.18,8.48,16.81
cv1,6.5,4.08,20.96,55.48
cv1,6.92,3.9,19.98,52.1
cv1,6.9,2.92,15.2,36.31
cv1,7.1,3.59,20.15,52.68
cv1,6.87,4.12,21.74,58.25
cv1,6.44,3.68,18.88,48.36
cv1,5.39,2.66,10.77,23.06
cv1,6.17,3.41,16.38,40.07
cv1,6.28,3.82,18.27,46.3
cv1,6.87,4.14,21.81,58.47
cv1,7.33,3.39,20.46,53.75
cv1,6.55,4.33,20.71,54.61
cv1,5.78,3.18,13.86,32.16
cv1,6.58,3.71,19.04,48.9
cv1,5.98,3.35,15.2,36.31
cv1,6.57,3.51,17.83,44.83
cv1,6.01,3.19,14.49,34.1
cv1,7.07,3.98,21.43,57.12
cv1,7.36,4.07,22.43,60.67
cv1,6.4,3.19,15.08,35.92
cv1,6.26,3.39,16.07,39.08
cv1,6.37,3.6,17.14,42.55
cv1,6.63,4.01,21.05,55.82
cv1,6.19,4.04,18.07,45.62
cv1,6.32,3.55,16.91,41.8
cv1,5.91,3.13,13.96,32.46
cv1,7.21,3.85,21.26,56.53
cv1,5.81,2.83,12.04,26.7
cv1,6.98,3.65,20.21,52.9
cv1,7.44,3.87,22.54,61.08
cv1,7.08,3.82,21.76,58.31
cv1,5.76,2.49,10.77,23.03
cv1,7.08,4.3,23.63,65.01
cv1,6.9,4.29,21.99,59.13
cv1,5.91,3.32,14.51,34.15
cv1,5.91,3.24,14.38,33.74
cv1,5.71,2.99,12.51,28.08
cv1,6.82,4.16,21.46,57.25
cv1,5.62,3.06,13,29.53
cv1,7.51,3.98,23.87,65.88
cv1,6.01,3.12,14.24,33.3
cv1,6.94,3.9,21.18,56.25
cv1,7.21,3.32,18.45,46.9
cv1,6.47,3.91,19.53,50.55
cv1,6.19,3.47,16.21,39.53
cv1,6.5,3.65,18.73,47.85
cv1,6.19,3.05,14.09,32.87
cv1,5.36,2.85,11.63,25.51
cv1,7.02,3.24,17.44,43.54
cv1,6.79,4.02,21.67,58
cv1,6.65,3.59,18.24,46.18
cv1,6.19,3.62,17,42.09
cv1,6.98,3.64,18.23,46.15
cv1,6.48,3.46,17.41,43.42
cv1,4.88,2.48,8.67,17.3
cv1,7.46,3.69,20.63,54.34
cv1,6.39,3.65,17.37,43.31
cv1,6.31,3.45,16.86,41.62
cv1,6.07,3.17,14.78,34.98
cv1,6.39,3.26,15.79,38.2
cv1,6.85,3.82,20.95,55.45
cv1,6.57,4.48,22.26,60.07
cv1,6.9,3.82,20.23,52.96
cv1,6.08,3.55,16.79,41.42
cv1,6.51,3.74,18.07,45.62
cv1,6.83,3.66,17.92,45.12
cv1,6.39,3.03,14.32,33.58
cv1,6.69,4.17,20.98,55.57
cv1,6.7,3.95,21.13,56.1
cv1,6.53,3.25,16.37,40.04
cv1,6.69,3.72,19.81,51.52
cv1,6.79,3.86,21.14,56.13
cv1,6.73,3.65,19.5,50.43
cv1,5.64,3,13.02,29.61
cv1,6.31,3.5,16.85,41.6
cv1,6.97,3.84,20.67,54.49
cv1,5.95,3.19,14.17,33.08
cv1,6.13,3.28,15.33,36.71
cv1,6.14,2.65,11.9,26.28
cv1,7.24,3.91,21.2,56.32
cv1,6.67,3.93,19.85,51.64
cv1,6.98,4.18,22.67,61.56
cv1,6.73,3.92,21.03,55.73
cv1,6.61,3.83,19.23,49.53
cv1,6.76,3.88,21.15,56.16
cv1,6.42,3.68,18.56,47.25
cv1,6.42,4,20.22,52.93
cv1,6.29,3.25,16.1,39.19
cv1,5.73,3.1,13.39,30.7
cv1,6.39,3.11,15.14,36.12
cv1,7.1,4.08,23.42,64.24
cv1,6.87,4.07,22,59.16
cv1,4.91,1.93,6.89,12.77
cv1,6.02,3.14,14.29,33.47
cv1,5.87,3.06,13.12,29.9
cv1,6.84,3.78,20.53,54
cv1,6.26,3.35,15.88,38.48
cv1,6.05,3.75,16.79,41.42
cv1,7.1,3.94,21.12,56.07
cv1,6.26,3.63,16.59,40.76
cv1,6.74,3.71,19.58,50.73
cv1,6.07,2.82,12.89,29.21
cv1,6.79,3.73,19.87,51.71
cv1,6.07,3.15,14.59,34.4
cv1,5.07,2.76,10.05,21.03
cv1,6.8,3.78,20.71,54.61
cv1,7.07,3.71,19.74,51.28
cv1,6.21,3.56,16.57,40.7
cv1,6,2.6,11.58,25.36
cv1,6.49,3.56,17.4,43.39
cv1,6.67,3.73,19.04,48.9
cv1,6.23,3.46,16.17,39.39
cv1,6.14,2.48,11.5,25.13
cv1,6.5,3.13,15.22,36.37
cv1,6.59,3.88,20.42,53.6
cv1,6.63,3.74,19.73,51.22
cv1,6.84,3.63,19.49,50.4
cv1,6.79,3.15,16.39,40.1
cv1,6.76,2.89,14.07,32.78
cv1,6.62,3.45,17.23,42.84
cv1,6.05,3.58,16.7,41.11
cv1,5.86,3.2,14.23,33.28
cv1,7.13,3.65,20.63,54.34
cv1,6.76,3.46,18.46,46.93
cv1,6.81,3.89,20.27,53.08
cv1,6.82,3.41,18.19,46.04
cv1,6.69,3.56,18.03,45.5
cv1,6.82,3.87,20.01,52.19
cv1,6.34,2.8,13.71,31.7
cv1,5.75,3,13.15,29.98
cv1,5.72,3.27,13.78,31.92
cv1,7.12,3.9,22.03,59.25
cv1,6.69,3.88,20.61,54.28
cv1,6.64,3.99,19.75,51.31
cv1,6.87,3.99,20.85,55.11
cv1,6.73,3.76,19.78,51.4
cv1,6.43,3.52,17.79,44.68
cv1,6.85,3.66,19.28,49.71
cv1,6.87,2.99,15.64,37.72
cv1,6.28,3.8,17.71,44.42
cv1,5.46,2.86,11.62,25.46
cv1,6.82,3.68,19.44,50.25
cv1,6.79,4.1,21.24,56.47
cv1,6.26,3.8,18.03,45.48
cv1,6.21,2.99,13.89,32.24
cv1,7.27,3.4,19.49,50.4
cv1,5.91,3.13,14.29,33.47
cv1,6.63,3.68,19.3,49.77
cv1,6.28,2.99,14.61,34.46
cv1,5.96,3.35,15.06,35.87
cv1,6.73,4.18,22.39,60.55
cv1,5.43,3.12,12.69,28.6
cv1,6.61,3.85,19.78,51.4
cv1,6.39,3.59,17.83,44.83
cv1,6.01,3.19,14.85,35.2
cv1,6.26,3.43,16.95,41.94
cv1,6.39,3.57,16.97,42
cv1,4.23,3.61,11,23.68
cv1,6.82,3.89,19.73,51.25
cv1,5.89,2.9,13.29,30.41
cv1,6.63,3.65,19.94,51.95
cv1,6.26,2.99,14.34,33.63
cv1,5.89,3.1,13.63,31.46
cv1,6.4,3.66,18.44,46.87
cv1,6.69,3.52,16.37,40.04
cv1,6.57,3.47,18.03,45.5
cv1,6.72,3.72,19.42,50.19
cv1,6.87,4.07,21.82,58.53
cv1,6.98,3.79,21.06,55.85
cv1,7.09,4.11,22.23,59.98
cv1,6.61,3.63,17.64,44.21
cv1,6.19,3.31,15.85,38.37
cv1,6.62,3.57,17.31,43.1
cv1,6.97,4.02,22.41,60.61
cv1,6.55,3.54,17.81,44.77
cv1,5.91,2.26,10,20.88
cv1,6.62,4.01,19.84,51.61
cv1,6.36,3.5,17.24,42.87
cv1,5.72,3.22,13.73,31.75
cv1,5.07,2.48,9.36,19.14
cv1,6.85,3.62,19.97,52.07
cv1,5.66,3.15,13.31,30.46
cv1,6.45,3.34,16.77,41.34
cv1,7.05,3.27,18.31,46.42
cv1,6.61,3.54,17.57,43.95
cv1,6.53,3.77,18.53,47.16
cv1,6.19,4,18.39,46.69
cv1,6.68,3.31,17.14,42.55
cv1,6.81,3.97,20.88,55.2
cv1,6.5,3.13,15.33,36.73
cv1,6.84,3.63,19.03,48.84
cv1,5.39,2.54,10.16,21.35
cv1,6.44,3.6,17.75,44.56
cv1,6.26,3.51,16.56,40.67
cv1,6.67,3.38,17.56,43.92
cv1,5.99,3.27,14.6,34.43
cv1,6.03,3.11,14.21,33.22
cv1,6.94,3.66,19.57,50.67
cv1,5.91,3.07,13.71,31.67
cv1,6.69,3.92,19.95,51.98
cv1,6.45,3.3,16.57,40.7
cv1,6.4,3.66,18.42,46.81
cv1,6.73,3.29,16.77,41.34
cv1,6.74,3.37,18.21,46.1
cv1,6.98,3.33,16.79,41.42
cv1,6.98,4.08,21.89,58.75
cv1,6.65,3.3,16.89,41.74
cv1,6.39,3.77,18.36,46.6
cv1,6.21,3.42,15.86,38.39
cv1,6.81,3.66,19.81,51.52
cv1,5.87,3.13,13.7,31.65
cv1,6.21,3.64,17.55,43.89
cv1,6.31,3.28,15.8,38.23
cv1,6.38,4.14,20.49,53.85
cv1,5.5,2.29,9.65,19.93
cv1,5.95,3.35,14.97,35.59
cv1,5.89,3.07,14.45,33.96
cv1,7.13,4.13,23.42,64.24
cv1,5.39,2.79,11.35,24.69
cv1,6.55,3.64,18.65,47.58
cv1,7.28,3.91,21.89,58.75
cv1,7,4.01,21.25,56.5
cv1,7.11,3.48,17.47,43.63
cv1,6.38,3.65,18.27,46.3
cv1,6.43,3.5,16.41,40.19
cv1,6.29,3.45,16.92,41.83
cv1,6.97,3.82,21.09,55.94
cv1,6.42,2.95,14.36,33.69
cv1,6.7,3.65,19.71,51.16
cv1,6.84,3.19,16.64,40.93
cv1,6.05,3.27,15.28,36.57
cv1,6.76,3.46,18.01,45.42
cv1,6.67,3.75,19.1,49.08
cv1,6.57,3.65,18.52,47.13
cv1,6.83,3.7,19.42,50.16
cv1,6.69,3.96,20.39,53.51
cv1,6,3.34,15.34,36.76
cv1,5.01,2.3,8.69,17.35
cv1,6.8,3.67,19.39,50.07
cv1,5.85,3.07,12.79,28.92
cv1,6.39,3.29,16.2,39.5
cv1,5.6,3.03,13.05,29.69
cv1,6.34,2.99,14.05,32.73
cv1,7.09,3.9,21.23,56.44
cv1,6.61,3.83,20.12,52.56
cv1,6.61,3.78,18.24,46.18
cv1,6.55,4.06,20.65,54.4
cv1,6.53,3.28,16.23,39.59
cv1,5.56,2.71,11.13,24.06
cv1,6.81,3.99,21.45,57.22
cv1,6.42,3.68,17.99,45.36
cv1,5.66,3.12,13.26,30.33
cv1,6.57,3.4,16.93,41.86
cv1,6.31,3.53,17.24,42.87
cv1,5.38,2.33,9.18,18.66
cv1,5.76,2.99,13.12,29.9
cv1,6.79,3.6,19.18,49.35
cv1,6.11,3.68,17.06,42.29
cv1,6.04,3.37,16,38.85
cv1,5.8,3.17,13.92,32.32
cv1,6.07,2.7,12.18,27.11
cv1,6.02,3.97,17.94,45.18
cv1,5.61,2.78,11.43,24.92
cv1,7,3.64,20.5,53.91
cv1,5.65,2.77,11.73,25.79
cv1,6.94,3.28,18.23,46.15
cv1,6.68,3.74,19.26,49.62
cv1,6.84,3.3,17.53,43.83
cv1,6.74,3.91,20.66,54.46
cv1,5.72,2.81,11.93,26.39
cv1,5.76,3.09,13.72,31.73
cv1,6.26,3.39,16.48,40.39
cv1,6.96,3.75,20.76,54.8
cv1,5.68,3.08,13.44,30.87
cv1,6.98,3.87,20.42,53.6
cv1,6.61,3.99,20.63,54.34
cv1,6.35,2.88,13.54,31.16
cv1,6.02,3.26,15.1,36.01
cv1,6.87,3.53,19.09,49.05
cv1,7.16,3.56,19.49,50.4
cv1,6.57,3.6,17.56,43.92
cv1,6.92,3.73,19.74,51.28
cv1,7.32,3.96,22.05,59.32
cv1,6.74,3.47,17.75,44.56
cv1,6.62,3.43,17.49,43.69
cv1,6.63,3.71,19.69,51.1
cv1,4.66,2.08,7.21,13.56
cv1,5.39,2.65,10.61,22.58
cv1,6.06,3.16,14.67,34.65
cv1,6.95,4.14,19.89,51.8
cv1,6.92,3.87,21.03,55.73
cv1,6.01,3.35,15.49,37.24
cv1,6.61,3.76,20.2,52.86
cv1,6.56,4.08,21.38,56.97
cv1,6.41,3.5,18.23,46.15
cv1,6.31,3.16,15.5,37.27
cv1,5.2,2.76,10.92,23.46
cv1,5.62,2.94,12.53,28.13
cv1,7.2,4,22.16,59.73
cv1,6.2,3.25,15.58,37.52
cv1,5.85,3.17,13.79,31.94
cv1,6.94,3.54,19.17,49.32
cv1,6.83,4.18,22.89,62.35
cv1,6.79,3.47,17.9,45.06
cv1,6.75,4.09,21.09,55.94
cv1,6.74,3.74,19.98,52.1
cv1,6.94,3.37,17.21,42.78
cv1,7.07,3.27,18.34,46.54
cv1,6.69,3.51,18.03,45.48
cv1,6.69,3.72,19.35,49.95
cv1,6.8,3.61,18.72,47.79
cv1,6.26,2.74,12.56,28.24
cv1,6.72,3.76,19.08,49.02
cv1,7.11,3.35,18.66,47.61
cv1,6.08,2.88,13.01,29.58
cv1,6.07,3.52,16.29,39.79
cv1,6.34,3.59,17.51,43.77
cv1,6.95,3.42,16.89,41.74
cv1,6.97,3.63,19.85,51.64
cv1,6.89,3.75,20.76,54.8
cv1,6.58,3.81,19.7,51.13
cv1,6.39,3.61,17.63,44.15
cv1,6.37,3.66,18.49,47.04
cv1,6.61,3.51,18.26,46.24
cv1,6.53,3.43,17.2,42.75
cv1,6.5,2.93,14.17,33.08
cv1,6.13,3.13,14.53,34.21
cv1,6.7,3.71,19.82,51.55
cv1,6.94,3.91,19.93,51.92
cv1,6.55,3.75,18.95,48.57
cv1,6.06,3.34,15.4,36.93
cv1,6.82,3.6,19.25,49.59
cv1,7.21,3.78,21.27,56.6
cv1,5.98,3.26,14.9,35.37
cv1,6.73,3.66,18.36,46.6
cv1,6.75,4.28,22.51,60.99
cv1,6.75,3.74,20.23,52.96
cv1,7.05,3.69,19.84,51.61
cv1,6.99,3.66,19.68,51.07
cv1,6.87,3.57,19.31,49.8
cv1,6.9,3.96,21.24,56.47
cv1,6.63,3.96,19.67,51.04
cv1,7.01,4.06,22.14,59.66
cv1,6.91,4.24,22.17,59.76
cv1,6.57,4.12,21.27,56.6
cv1,6.44,3.7,18.73,47.85
cv1,6.89,3.84,20.97,55.54
cv1,6.69,3.71,18.43,46.84
cv1,6.15,3.09,14.32,33.58
cv1,6.75,3.59,17.29,43.04
cv1,6.44,3.5,17.15,42.58
cv1,7.29,4.14,22.84,62.16
cv1,6.79,3.11,15.95,38.68
cv1,6.05,3.19,14.44,33.93
cv1,7.03,3.46,18.31,46.42
cv1,6.24,3.12,14.72,34.81
cv1,6.76,3.5,18.02,45.45
cv1,5.89,3.37,14.86,35.26
cv1,6.19,2.65,11.91,26.31
cv1,7.2,3.29,17.8,44.71
cv1,7.03,3.71,20.43,53.66
cv1,6.68,4,20.56,54.09
cv1,7.12,3.57,19.51,50.49
cv1,6.94,4.02,21.89,58.78
cv1,6.76,3.52,18.08,45.65
cv1,6.7,3.52,17.9,45.06
cv1,6.8,4.06,21.51,57.44
cv1,6.76,4.24,22.56,61.15
cv1,6.71,3.9,20.44,53.69
cv1,5.93,3.26,14.88,35.31
cv1,6.21,3.04,14.31,33.52
cv1,6.23,3.57,17.34,43.19
cv1,6.27,3.27,15.64,37.69
cv1,6.45,3.71,19.19,49.38
cv1,6.57,3.71,19.03,48.84
cv1,7.41,3.79,21.82,58.53
cv1,6.05,3.22,15.04,35.81
cv1,6.15,3.63,17.22,42.81
cv1,7.49,3.8,20.81,54.98
cv1,7.36,3.9,22.05,59.32
cv1,6.92,4.11,21.92,58.88
cv1,7.16,3.87,21.49,57.34
cv1,6.84,3.81,19.61,50.83
cv1,6.71,3.33,16.35,39.99
cv1,6.72,4.04,22.09,59.47
cv1,6.8,3.75,19.8,51.46
cv1,7.2,3.77,20.77,54.83
cv1,6.26,3.47,16.68,41.05
cv1,5.38,2.72,10.92,23.46
cv1,6.58,3.68,18.86,48.27
cv1,7.04,3.18,17.07,42.32
cv1,6.69,3.74,19.78,51.4
cv1,6.5,3.8,18.96,48.63
cv1,6.42,3.34,16.4,40.13
cv1,5.43,2.79,11.39,24.8
cv1,6.99,4.29,22.63,61.4
cv1,7.5,3.46,19.65,50.95
cv1,6.5,2.92,13.91,32.3
cv1,7.11,4.44,22.93,62.48
cv1,6.57,3.56,16.95,41.94
cv1,6.95,4.04,22.02,59.22
cv1,6.2,3.84,18.37,46.63
cv1,7.03,3.4,18.28,46.33
cv1,7.46,3.79,22.43,60.7
cv1,5.94,3.98,18.04,45.53
cv1,7.08,3.95,21.57,57.62
cv1,6.8,4.12,21.99,59.13
cv1,6.79,3.79,19.87,51.71
cv1,7.49,3.8,22.36,60.45
cv1,6.9,3.76,20.56,54.09
cv1,6.37,4.31,19.99,52.13
cv1,6.9,3.87,20.61,54.28
cv1,6.57,3.99,20.11,52.53
cv1,6,2.53,11.71,25.74
cv1,6.67,4.42,21.26,56.53
cv1,6.79,3.96,21.13,56.1
cv1,6.69,4.42,22.59,61.27
cv1,7.05,3.47,19.03,48.84
cv1,5.86,3.73,16.59,40.76
cv1,6.9,3.44,18.19,46.04
cv1,6.61,3.29,16.34,39.96
cv1,5.75,2.68,11.58,25.36
cv1,6.67,3.53,17.65,44.24
cv1,7.07,3.79,18.34,46.54
cv1,6.67,3.46,17.65,44.24
cv1,7.17,4.03,21.51,57.41
cv1,6.73,3.38,16.92,41.83
cv1,6.53,3.66,17.49,43.71
cv1,6.79,3.42,18.62,47.46
cv1,6.97,3.91,21.43,57.12
cv1,6.32,3.26,15.99,38.82
cv1,5.72,3.08,13.5,31.05
cv1,7.38,3.64,19.51,50.49
cv1,6.63,3.66,18.96,48.63
cv1,6.29,3.76,18.86,48.27
cv1,7.24,3.26,18.04,45.53
cv1,7.21,4.2,22.43,60.7
cv1,6.24,3.1,14.03,32.68
cv1,6.45,3.01,14.04,32.7
cv1,7.2,4.11,23.56,64.75
cv1,7.04,3.73,20.28,53.14
cv1,6.92,3.8,20.12,52.59
cv1,6.76,4.31,22.02,59.22
cv1,7.38,3.64,20.46,53.75
cv1,6.85,4.08,21.34,56.81
cv1,5.66,2.97,12.49,28.03
cv1,6.82,3.35,16.86,41.62
cv1,5.25,2.87,11.36,24.72
cv1,6.95,3.39,18.04,45.53
cv1,6.85,3.62,19.91,51.86
cv1,6.84,4.1,22.43,60.67
cv1,7.17,3.83,21.3,56.69
cv1,6.16,3.29,15.4,36.96
cv1,6.24,3.76,18.52,47.13
cv1,6.73,3.88,20.27,53.11
cv1,6.67,3.63,18.59,47.37
cv1,7.51,3.86,22.67,61.56
cv1,7.11,4.24,23.28,63.73
cv1,6.45,3.91,19.4,50.1
cv1,7.35,3.93,22.4,60.58
cv1,6.74,3.91,20.73,54.71
cv1,7.1,4.02,21.46,57.25
cv1,7.42,3.65,21.73,58.19
cv1,6.28,3.6,17.24,42.87
cv1,6.53,3.36,16.68,41.05
cv1,6.97,3.56,19.06,48.96
cv1,6.98,3.56,17.9,45.06
cv1,6.58,3.87,19.08,49.02
cv1,6.44,3.33,16.24,39.62
cv1,6.23,2.85,13.24,30.25
cv1,6.2,3.45,16.53,40.56
cv1,6.61,3.95,20.02,52.22
cv1,6.63,3.55,18.56,47.25
cv1,6.55,3.8,20.2,52.86
cv1,5.87,2.65,11.77,25.9
cv1,6.39,3.61,18.42,46.78
cv1,6.37,3.87,18.87,48.3
cv1,6.68,3.56,18.45,46.9
cv1,5.6,2.88,12.69,28.6
cv1,7.19,4.13,21.02,55.7
cv1,6.79,3.68,17.87,44.95
cv1,6.99,3.93,20.58,54.18
cv1,6.06,3.53,15.96,38.73
cv1,6.8,3.98,21.43,57.12
cv1,5.6,2.61,11.25,24.42
cv1,6.49,3.62,18.46,46.93
cv1,6.21,3.22,15.58,37.52
cv1,6.57,3.52,17.52,43.8
cv1,5.61,3.07,12.49,28.03
cv1,6.16,3.41,16.2,39.5
cv1,7.1,3.85,21.28,56.63
cv1,7.05,3.78,21.35,56.84
cv1,7.11,4.02,22.56,61.15
cv1,6.41,3.56,17.61,44.09
cv1,5.66,2.82,11.83,26.08
cv1,5.73,2.99,12.96,29.42
cv1,6.45,3.94,19.76,51.34
cv1,6.76,3.88,20.17,52.74
cv1,6.84,3.87,20.89,55.26
cv1,7.08,4.14,22.88,62.29
cv1,6.36,3.03,14.83,35.15
cv1,7.38,3.85,22.45,60.77
cv1,7.1,3.47,18.82,48.15
cv1,7.15,3.76,20.58,54.15
cv1,6.48,3.84,19.59,50.76
cv1,6.17,3.12,14.51,34.15
cv1,6.39,3.35,16.72,41.16
cv1,6.73,4.12,21.7,58.09
cv1,6.49,4.12,20.29,53.17
cv1,6.98,3.56,19.3,49.77
cv1,7.44,3.27,18.14,45.86
cv1,5.56,2.71,11.14,24.09
cv1,7.21,3.89,21.99,59.13
cv1,5.39,2.63,10.84,23.23
cv1,6.19,3.48,16.26,39.7
cv1,6.9,3.61,19.33,49.86
cv1,6.78,4.22,20.68,54.52
