genotype,thinning,area,tolerance
cv2,manipulation,22.38,1
cv2,manipulation,17.8,1
cv2,manipulation,10.38,0
cv2,manipulation,19.89,1
cv2,manipulation,9.99,0
cv2,manipulation,20.22,1
cv2,manipulation,20.67,1
cv2,manipulation,15.68,0
cv2,manipulation,17.35,1
cv2,manipulation,17.22,1
cv2,manipulation,9.86,0
cv2,manipulation,10.33,0
cv2,manipulation,10.89,0
cv2,manipulation,17.04,1
cv2,manipulation,14.56,1
cv2,manipulation,15.82,1
cv2,manipulation,14.32,1
cv2,manipulation,13.58,1
cv2,manipulation,15.8,1
cv2,manipulation,18.24,0
cv2,manipulation,18.64,0
cv2,manipulation,14.55,0
cv2,manipulation,17.4,1
cv2,manipulation,15.44,1
cv2,manipulation,16.93,1
cv2,manipulation,13,0
cv2,manipulation,16.51,1
cv2,manipulation,18.83,1
cv2,manipulation,11.73,0
cv2,manipulation,22.01,1
cv2,manipulation,18.87,1
cv2,manipulation,15.9,1
cv2,manipulation,16.71,1
cv2,manipulation,17.98,1
cv2,manipulation,19.42,1
cv2,manipulation,14.63,0
cv2,manipulation,13.5,0
cv2,manipulation,16.6,1
cv2,manipulation,15.14,1
cv2,manipulation,17.46,0
cv2,manipulation,20.47,1
cv2,manipulation,15.12,0
cv2,manipulation,20.3,1
cv2,manipulation,15.92,1
cv2,manipulation,18.94,1
cv2,manipulation,19.57,1
cv2,manipulation,11.57,0
cv2,manipulation,11.49,0
cv2,manipulation,17.77,1
cv2,manipulation,13.56,1
cv2,manipulation,16.74,1
cv2,manipulation,19.72,1
cv2,manipulation,18.05,1
cv2,manipulation,17.11,1
cv2,manipulation,18.85,1
cv2,manipulation,12,0
cv2,manipulation,16.08,1
cv2,manipulation,18.73,1
cv2,manipulation,17.25,1
cv2,manipulation,12.11,0
cv2,manipulation,20.42,1
cv2,manipulation,14.18,1
cv2,manipulation,14.09,0
cv2,manipulation,13.94,1
cv2,manipulation,20.37,1
cv2,manipulation,19.26,1
cv2,manipulation,14.82,1
cv2,manipulation,17.53,1
cv2,manipulation,20.21,1
cv2,manipulation,18.61,1
cv2,manipulation,20.34,1
cv2,manipulation,17.05,1
cv2,manipulation,9.64,0
cv2,manipulation,13.69,1
cv2,manipulation,23.31,1
cv2,manipulation,20.12,1
cv2,manipulation,9.03,0
cv2,manipulation,20.76,1
cv2,manipulation,17.61,0
cv2,manipulation,17.35,1
cv2,manipulation,19.38,1
cv2,manipulation,16.84,1
cv2,manipulation,18.23,0
cv2,manipulation,16.74,1
cv2,manipulation,17.55,1
cv2,manipulation,12.26,0
cv2,manipulation,21.63,1
cv2,manipulation,18.11,1
cv2,manipulation,19.03,1
cv2,manipulation,10.94,0
cv2,manipulation,11.54,0
cv2,manipulation,20.11,1
cv2,manipulation,11.14,0
cv2,manipulation,18.55,1
cv2,manipulation,20.78,1
cv2,manipulation,16.56,1
cv2,manipulation,15.56,0
cv2,manipulation,14.11,1
cv2,manipulation,11.37,0
cv2,manipulation,16.47,0
cv2,manipulation,18.49,0
cv2,manipulation,18.57,0
cv2,manipulation,19.95,1
cv2,manipulation,19.83,1
cv2,manipulation,16.52,1
cv2,manipulation,22.64,1
cv2,manipulation,10.65,0
cv2,manipulation,20.81,1
cv2,manipulation,18.68,0
cv2,manipulation,13.98,1
cv2,manipulation,18.25,0
cv2,manipulation,20.78,1
cv2,manipulation,20.12,1
cv2,manipulation,18.8,1
cv2,manipulation,13.07,1
cv2,manipulation,19.76,1
cv2,manipulation,19.96,1
cv2,manipulation,21.18,1
cv2,manipulation,22.24,1
cv2,manipulation,16.58,0
cv2,manipulation,17.53,1
cv2,manipulation,17.34,1
cv2,manipulation,17.83,1
cv2,manipulation,19.42,1
cv2,manipulation,18.01,0
cv2,manipulation,18.96,1
cv2,manipulation,16.6,0
cv2,manipulation,15.17,1
cv2,manipulation,19.99,1
cv2,manipulation,12.82,0
cv2,manipulation,16.83,0
cv2,manipulation,17.67,0
cv2,manipulation,15.86,0
cv2,manipulation,17.77,1
cv2,manipulation,8.15,0
cv2,manipulation,16.47,1
cv2,manipulation,18.78,1
cv2,manipulation,21.71,1
cv2,manipulation,17.77,1
cv2,manipulation,19.85,1
cv2,manipulation,19.77,1
cv2,manipulation,19.32,1
cv2,manipulation,17.89,1
cv2,manipulation,17.34,1
cv2,manipulation,11.8,0
cv2,manipulation,18.68,1
cv2,manipulation,18.56,1
cv2,manipulation,17.95,0
cv2,manipulation,21.97,1
cv2,manipulation,21.38,1
cv2,manipulation,18.63,1
cv2,manipulation,13.86,0
cv2,manipulation,17.97,0
cv2,manipulation,15.68,1
cv2,manipulation,17.37,1
cv2,manipulation,12.72,0
cv2,manipulation,19.96,1
cv2,manipulation,22.71,1
cv2,manipulation,18.35,1
cv2,manipulation,15.95,1
cv2,manipulation,15.77,1
cv2,manipulation,11.19,1
cv2,manipulation,18.12,0
cv2,manipulation,18.33,0
cv2,manipulation,19.85,1
cv2,manipulation,19.36,1
cv2,manipulation,18.05,1
cv2,manipulation,12.11,0
cv2,manipulation,18.8,1
cv2,manipulation,14.3,0
cv2,manipulation,5.94,0
cv2,manipulation,17.4,0
cv2,manipulation,19.87,1
cv2,manipulation,19.92,1
cv2,manipulation,11.76,1
cv2,manipulation,15.67,1
cv2,manipulation,12.59,0
cv2,manipulation,20.64,1
cv2,manipulation,19.33,1
cv2,manipulation,13.28,1
cv2,manipulation,15.07,0
cv2,manipulation,15.1,1
cv2,manipulation,18.62,0
cv2,manipulation,13.47,0
cv2,manipulation,17.3,0
cv2,manipulation,6.46,0
cv2,manipulation,17.82,1
cv2,manipulation,20.83,0
cv2,manipulation,16.79,1
cv2,manipulation,12.62,0
cv2,manipulation,20.97,1
cv2,manipulation,15.32,1
cv2,manipulation,14.07,0
cv2,manipulation,19.92,1
cv2,manipulation,20.12,1
cv2,manipulation,19.6,1
cv2,manipulation,17.58,1
cv2,manipulation,19.52,1
cv2,manipulation,12.34,0
cv2,manipulation,11,0
cv2,manipulation,13.82,1
cv2,manipulation,17.18,1
cv2,manipulation,17.47,1
cv2,manipulation,7.65,0
cv2,manipulation,13.52,1
cv2,manipulation,18.64,1
cv2,manipulation,16.23,1
cv2,manipulation,16.36,0
cv2,manipulation,19.46,0
cv2,manipulation,18.44,1
cv2,manipulation,19.89,1
cv2,manipulation,13.55,0
cv2,manipulation,14.56,0
cv2,manipulation,19.05,1
cv2,manipulation,16,1
cv2,manipulation,11.04,0
cv2,manipulation,19.96,1
cv2,manipulation,12.86,0
cv2,manipulation,20.42,1
cv2,manipulation,19.04,1
cv2,manipulation,16.18,0
cv2,manipulation,20.27,1
cv2,manipulation,17.77,1
cv2,manipulation,7.14,0
cv2,manipulation,15.53,1
cv2,manipulation,16.95,1
cv2,manipulation,19.45,1
cv2,manipulation,14.58,1
cv2,manipulation,12.12,0
cv2,manipulation,10.59,0
cv2,manipulation,15.14,0
cv2,manipulation,15.68,1
cv2,manipulation,17.65,0
cv2,manipulation,21.22,1
cv2,manipulation,12.19,0
cv2,manipulation,16.18,1
cv2,manipulation,16.01,1
cv2,manipulation,18.77,0
cv2,manipulation,6.68,0
cv2,manipulation,21.77,1
cv2,manipulation,15.25,1
cv2,manipulation,19.62,1
cv2,manipulation,16.2,0
cv2,manipulation,17.09,0
cv2,manipulation,21.35,1
cv2,manipulation,13.72,0
cv2,manipulation,12.78,1
cv2,manipulation,17.51,0
cv2,manipulation,9.72,0
cv2,manipulation,15.48,0
cv2,manipulation,10.03,0
cv2,manipulation,18.71,1
cv2,manipulation,17.32,1
cv2,manipulation,20,1
cv2,manipulation,8.14,0
cv2,manipulation,11.47,0
cv2,manipulation,17.57,1
cv2,manipulation,15.4,0
cv2,manipulation,10.22,0
cv2,manipulation,18.23,1
cv2,manipulation,11.12,1
cv2,manipulation,16.14,0
cv2,manipulation,18.42,1
cv2,manipulation,14.06,0
cv2,manipulation,15.2,1
cv2,manipulation,14.98,0
cv2,manipulation,18.36,1
cv2,manipulation,15.96,1
cv2,manipulation,15.39,0
cv2,manipulation,17.52,1
cv2,manipulation,16.74,1
cv2,manipulation,17.97,1
cv2,manipulation,21.21,1
cv2,manipulation,19.64,1
cv2,manipulation,16.8,1
cv2,manipulation,12.17,0
cv2,manipulation,18.74,0
cv2,manipulation,8.13,0
cv2,manipulation,18.7,1
cv2,manipulation,14.25,1
cv2,manipulation,14.21,0
cv2,manipulation,13.55,0
cv2,manipulation,15.42,1
cv2,manipulation,16.85,1
cv2,manipulation,15.25,1
cv2,manipulation,13.84,0
cv2,manipulation,19.27,1
cv2,manipulation,13.9,0
cv2,manipulation,15.3,0
cv2,manipulation,14.19,0
cv2,manipulation,20.56,1
cv2,manipulation,17.33,1
cv2,manipulation,17.67,1
cv2,manipulation,17.53,0
cv2,manipulation,14.29,0
cv2,manipulation,5,0
cv2,manipulation,22.19,1
cv2,manipulation,15.51,0
cv2,manipulation,14.36,0
cv2,manipulation,18.74,1
cv2,manipulation,19.25,1
cv2,manipulation,18.13,1
cv2,manipulation,7.58,0
cv2,manipulation,10.53,0
cv2,manipulation,14.4,0
cv2,manipulation,13.27,0
cv2,manipulation,14.08,0
cv2,manipulation,9.26,0
cv2,manipulation,18.46,0
cv2,manipulation,13.51,0
cv2,manipulation,19.69,1
cv2,manipulation,8.52,0
cv2,manipulation,11.14,0
cv2,manipulation,20,0
cv2,manipulation,16.46,1
cv2,manipulation,13.41,1
cv2,manipulation,7.01,0
cv2,manipulation,6.19,0
cv2,manipulation,16.2,0
cv2,manipulation,18.22,1
cv2,manipulation,20.93,1
cv2,manipulation,8.79,0
cv2,manipulation,13.84,0
cv2,manipulation,13.09,0
cv2,manipulation,9.26,0
cv2,manipulation,9.37,0
cv2,manipulation,10.46,0
cv2,manipulation,12.03,0
cv2,manipulation,17.39,0
cv2,manipulation,14.4,0
cv2,manipulation,19.7,1
cv2,manipulation,7.41,0
cv2,manipulation,13.39,0
cv2,manipulation,11.09,0
cv2,manipulation,13.19,1
cv2,manipulation,10.73,0
cv2,manipulation,9.54,0
cv2,manipulation,17.8,1
cv2,manipulation,14.68,1
cv2,manipulation,14.94,0
cv2,manipulation,10.87,0
cv2,manipulation,11.47,0
cv2,manipulation,16.61,1
cv2,manipulation,19.33,1
cv2,manipulation,11.46,0
cv2,manipulation,18.62,1
cv2,manipulation,14.86,1
cv2,manipulation,13.02,0
cv2,manipulation,17.76,1
cv2,manipulation,17.63,1
cv2,manipulation,12.06,0
cv2,manipulation,17.49,1
cv2,manipulation,12.17,0
cv2,manipulation,16.64,1
cv2,manipulation,17.8,1
cv2,manipulation,21.35,1
cv2,manipulation,12.32,1
cv2,manipulation,19.9,1
cv2,manipulation,18.32,1
cv2,manipulation,14.2,1
cv2,manipulation,12.95,0
cv2,manipulation,12.97,0
cv2,manipulation,9.41,0
cv2,manipulation,15.77,1
cv2,manipulation,11.38,0
cv2,manipulation,16.62,1
cv2,manipulation,5.98,0
cv2,manipulation,14.02,1
cv2,manipulation,17.77,1
cv2,manipulation,12.34,0
cv2,manipulation,13.03,1
cv2,manipulation,13.59,1
cv2,manipulation,16.59,1
cv2,manipulation,14.73,0
cv2,manipulation,19.19,1
cv2,manipulation,12.09,0
cv2,manipulation,14.31,0
cv2,manipulation,19.39,1
cv2,manipulation,11.47,0
cv2,manipulation,16.89,0
cv2,manipulation,18.52,1
cv2,manipulation,13.85,1
cv2,manipulation,16.84,1
cv2,manipulation,13.61,1
cv2,manipulation,12.01,1
cv2,manipulation,8.75,0
cv2,manipulation,14.64,0
cv2,manipulation,7.72,0
cv2,manipulation,7.86,0
cv2,manipulation,18.88,1
cv2,manipulation,17.92,1
cv2,manipulation,12.42,0
cv2,manipulation,20.94,1
cv2,manipulation,9.73,0
cv2,manipulation,18.03,1
cv2,manipulation,17.38,1
cv2,manipulation,10.36,0
cv2,manipulation,11.2,0
cv2,manipulation,18.75,1
cv2,manipulation,7.92,0
cv2,manipulation,10.96,0
cv2,manipulation,15.68,1
cv2,manipulation,17.32,0
cv2,manipulation,20.19,1
cv2,manipulation,9.49,1
cv2,manipulation,6.85,0
cv2,manipulation,17.38,1
cv2,manipulation,17.78,1
cv2,manipulation,18.26,0
cv2,manipulation,12.22,0
cv2,manipulation,10.94,0
cv2,manipulation,18.2,1
cv2,manipulation,11.09,0
cv2,manipulation,17.95,1
cv2,manipulation,10.67,0
cv2,manipulation,7.73,0
cv2,manipulation,10.13,1
cv2,manipulation,12.2,0
cv2,manipulation,16.9,1
cv2,manipulation,14.54,0
cv2,manipulation,16.64,1
cv2,manipulation,12.36,0
cv2,manipulation,17.07,0
cv2,manipulation,10.08,0
cv2,manipulation,9.8,0
cv2,manipulation,17.12,0
cv2,manipulation,18.88,1
cv2,manipulation,10.75,1
cv2,manipulation,13.14,0
cv2,manipulation,19.63,0
cv2,manipulation,14.01,1
cv2,manipulation,8.51,0
cv2,manipulation,12.45,1
cv2,manipulation,21.32,1
cv2,manipulation,10.7,1
cv2,manipulation,20.1,1
cv2,manipulation,12.89,0
cv2,manipulation,13.65,1
cv2,manipulation,15.04,1
cv2,manipulation,8.46,0
cv2,manipulation,11.63,0
cv2,manipulation,17.57,1
cv2,manipulation,8.74,0
cv2,manipulation,17.28,1
cv2,manipulation,14.62,0
cv2,manipulation,14.52,1
cv2,manipulation,8.76,0
cv2,manipulation,13.8,0
cv2,manipulation,16.8,1
cv2,manipulation,15.1,1
cv2,manipulation,9.66,0
cv2,manipulation,18.81,0
cv2,manipulation,17.49,1
cv2,manipulation,20.18,1
cv2,manipulation,14.86,1
cv2,manipulation,18.52,1
cv2,manipulation,12.85,0
cv2,manipulation,21.01,1
cv2,manipulation,19.11,1
cv2,manipulation,14.41,0
cv2,manipulation,18.96,1
cv2,manipulation,21.27,1
cv2,manipulation,11.16,0
cv2,manipulation,15.58,1
cv2,manipulation,10.45,0
cv2,manipulation,12.87,0
cv2,manipulation,10.15,0
cv2,manipulation,15.77,0
cv2,manipulation,19.7,1
cv2,manipulation,18.69,0
cv2,manipulation,19.21,1
cv2,manipulation,12.74,0
cv2,manipulation,19.78,1
cv2,manipulation,13.78,0
cv2,manipulation,13.61,1
cv2,manipulation,15.46,1
cv2,manipulation,13.35,0
cv2,manipulation,20.19,1
cv2,manipulation,18.26,1
cv2,manipulation,19.7,1
cv2,manipulation,21.38,1
cv2,manipulation,18.02,1
cv2,manipulation,14.32,0
cv2,manipulation,17.43,1
cv2,manipulation,19.61,1
cv2,manipulation,19.23,1
cv2,manipulation,14.32,0
cv2,manipulation,18.51,1
cv2,manipulation,14.1,0
cv2,manipulation,20.33,1
cv2,manipulation,16.64,1
cv2,manipulation,15.54,1
cv2,manipulation,16.11,1
cv2,manipulation,10.18,0
cv2,manipulation,19.42,1
cv2,manipulation,18.9,1
cv2,manipulation,17.58,0
cv2,manipulation,14.06,0
cv2,manipulation,16.94,1
cv2,manipulation,21.16,1
cv2,manipulation,22.48,1
cv2,manipulation,20.12,1
cv2,manipulation,16.08,0
cv2,manipulation,18.66,0
cv2,manipulation,14.39,0
cv2,manipulation,19.6,1
cv2,manipulation,15.37,1
cv2,manipulation,19.06,1
cv2,manipulation,18.31,1
cv2,manipulation,11.68,0
cv2,manipulation,20.87,1
cv2,manipulation,19.48,1
cv2,manipulation,15.14,1
cv2,manipulation,17.58,0
cv2,manipulation,17.64,0
cv2,manipulation,12.77,0
cv2,manipulation,12.64,0
cv2,manipulation,21.45,1
cv2,manipulation,17.51,1
cv2,manipulation,14.51,1
cv2,manipulation,15.29,0
cv2,manipulation,19.48,1
cv2,manipulation,15.25,1
cv2,manipulation,14.95,1
cv2,manipulation,13.64,1
cv2,manipulation,18.76,1
cv2,manipulation,16.02,0
cv2,manipulation,19.04,1
cv2,manipulation,11.92,0
cv2,manipulation,20.64,1
cv2,manipulation,19.24,1
cv2,manipulation,18.53,1
cv2,manipulation,14.87,1
cv2,manipulation,18.82,1
cv2,manipulation,16.14,0
cv2,manipulation,14.74,0
cv2,manipulation,15.09,0
cv2,manipulation,13.55,0
cv2,manipulation,19.69,1
cv2,manipulation,15.27,1
cv2,manipulation,17.15,1
cv2,manipulation,9.73,1
cv2,manipulation,18.57,1
cv2,manipulation,20.43,0
cv2,manipulation,19.66,1
cv2,manipulation,20.35,1
cv2,manipulation,17.32,1
cv2,manipulation,19.6,1
cv2,manipulation,15.3,0
cv2,manipulation,18.2,1
cv2,manipulation,18.13,1
cv2,manipulation,16.91,1
cv2,manipulation,16.44,1
cv2,manipulation,19.07,1
cv2,manipulation,21.25,1
cv2,manipulation,19.11,1
cv2,manipulation,20.84,1
cv2,manipulation,18.45,1
cv2,manipulation,16.4,0
cv2,manipulation,14.85,1
cv2,manipulation,20.19,1
cv2,manipulation,12.39,0
cv2,manipulation,8.43,0
cv2,manipulation,18.42,1
cv2,manipulation,16.02,1
cv2,manipulation,9.2,0
cv2,manipulation,16.21,1
cv2,manipulation,15.97,1
cv2,manipulation,9.28,0
cv2,manipulation,19.53,1
cv2,manipulation,17.57,1
cv2,manipulation,19.11,1
cv2,manipulation,10.9,1
cv2,manipulation,13.93,0
cv2,manipulation,20.71,1
cv2,manipulation,18.53,1
cv2,manipulation,20.81,1
cv2,manipulation,20.37,1
cv2,manipulation,14.42,1
cv2,manipulation,19.17,1
cv2,manipulation,15.14,1
cv2,manipulation,8.96,0
cv2,manipulation,20.52,0
cv2,manipulation,11.02,0
cv2,manipulation,19.41,1
cv2,manipulation,15.76,1
cv2,manipulation,10.77,0
cv2,manipulation,18.44,1
cv2,manipulation,22,1
cv2,manipulation,16.67,1
cv2,manipulation,12.02,1
cv2,manipulation,13.96,0
cv2,manipulation,19.01,1
cv2,manipulation,10.79,0
cv2,manipulation,14.7,1
cv2,manipulation,14.16,0
cv2,manipulation,16.38,1
cv2,manipulation,19.11,1
cv2,manipulation,17.54,1
cv2,manipulation,19.23,1
cv2,manipulation,19.96,1
cv2,manipulation,21.41,1
cv2,manipulation,19.42,1
cv2,manipulation,19.5,1
cv2,manipulation,15.11,0
cv2,manipulation,13.67,0
cv2,manipulation,12.15,1
cv2,manipulation,19.19,1
cv2,manipulation,18.12,1
cv2,manipulation,14.2,1
cv2,manipulation,19.65,1
cv2,manipulation,14.55,1
cv2,manipulation,20.64,1
cv2,manipulation,17.9,1
cv2,manipulation,19.12,1
cv2,manipulation,17.94,1
cv2,manipulation,15.73,1
cv2,manipulation,12.1,0
cv2,manipulation,20.29,1
cv2,manipulation,19.02,1
cv2,manipulation,16.48,1
cv2,manipulation,9.81,0
cv2,manipulation,18.09,0
cv2,manipulation,18.96,0
cv2,manipulation,19.68,1
cv2,manipulation,17.23,0
cv2,manipulation,11.55,0
cv2,manipulation,17.14,1
cv2,manipulation,15.9,1
cv2,manipulation,17.59,1
cv2,manipulation,17.88,0
cv2,manipulation,11.98,0
cv2,manipulation,16.88,1
cv2,manipulation,18.1,1
cv2,manipulation,8.24,0
cv2,manipulation,12.44,0
cv2,manipulation,12.03,1
cv2,manipulation,19.83,1
cv2,manipulation,10.77,0
cv2,manipulation,17.95,1
cv2,manipulation,15.53,0
cv2,manipulation,17.74,1
cv2,manipulation,19.13,1
cv2,manipulation,16.83,1
cv2,manipulation,15.92,0
cv2,manipulation,16.83,1
cv2,manipulation,12.99,1
cv2,manipulation,18.32,0
cv2,manipulation,19.15,1
cv2,manipulation,15.61,1
cv2,manipulation,15.94,1
cv2,manipulation,17.01,1
cv2,manipulation,14.73,0
cv2,manipulation,17.91,1
cv2,manipulation,16.76,1
cv2,manipulation,22.46,1
cv2,manipulation,15.55,0
cv2,manipulation,9.91,0
cv2,manipulation,19.22,1
cv2,manipulation,15.78,0
cv2,manipulation,19.06,1
cv2,manipulation,13.65,1
cv2,manipulation,13.52,0
cv2,manipulation,20.68,1
cv2,manipulation,13.93,0
cv2,manipulation,12.94,1
cv2,manipulation,12.97,1
cv2,manipulation,19.07,1
cv2,manipulation,12.34,1
cv2,manipulation,14.01,1
cv2,manipulation,17.38,1
cv2,manipulation,13.41,0
cv2,manipulation,15.48,1
cv2,manipulation,11.6,0
cv2,manipulation,20.71,1
cv2,manipulation,19.25,1
cv2,manipulation,9.3,0
cv2,manipulation,16.85,0
cv2,manipulation,20.66,1
cv2,manipulation,7.53,0
cv2,manipulation,17.33,1
cv2,manipulation,15.02,1
cv2,manipulation,17.44,1
cv2,manipulation,15.3,0
cv2,manipulation,18.61,1
cv2,manipulation,13.86,1
cv2,manipulation,14.61,1
cv2,manipulation,17.34,0
cv2,manipulation,15.59,1
cv2,manipulation,16.41,0
cv2,manipulation,15.31,1
cv2,manipulation,19.7,1
cv2,manipulation,15.36,1
cv2,manipulation,16.99,1
cv2,manipulation,9.9,0
cv2,manipulation,19.91,1
cv2,manipulation,19.53,1
cv2,manipulation,16.4,1
cv2,manipulation,19.46,1
cv2,manipulation,21.13,1
cv2,manipulation,20.35,1
cv2,manipulation,13.41,0
cv2,manipulation,19.43,1
cv2,manipulation,20.52,0
cv2,manipulation,11.28,0
cv2,manipulation,19.47,1
cv2,manipulation,15.4,0
cv2,manipulation,18.34,1
cv2,manipulation,18.05,1
cv2,manipulation,18.17,1
cv2,manipulation,13.59,1
cv2,manipulation,19.39,1
cv2,manipulation,16.06,1
cv2,manipulation,18.73,1
cv2,manipulation,15.74,1
cv2,manipulation,17.08,1
cv2,manipulation,16.96,1
cv2,manipulation,13.27,0
cv2,manipulation,14.44,0
cv2,manipulation,13.86,0
cv2,manipulation,17.54,1
cv2,manipulation,20.12,1
cv2,manipulation,16.33,0
cv2,manipulation,17.49,0
cv2,manipulation,18.89,1
cv2,manipulation,17.44,1
cv2,manipulation,14.56,0
cv2,manipulation,20.53,1
cv2,manipulation,16.66,1
cv2,manipulation,12.73,1
cv2,manipulation,12.04,0
cv2,manipulation,17.58,1
cv2,manipulation,15.21,1
cv2,manipulation,15.62,1
cv2,manipulation,22.51,1
cv2,manipulation,15.76,0
cv2,manipulation,18.6,0
cv2,manipulation,18.46,1
cv2,manipulation,12.12,0
cv2,manipulation,18.43,1
cv2,manipulation,15.95,1
cv2,manipulation,12.89,0
cv2,manipulation,19.05,1
cv2,manipulation,14.91,1
cv2,manipulation,14.45,0
cv2,manipulation,22.08,1
cv2,manipulation,17.06,1
cv2,manipulation,19.22,1
cv2,manipulation,14.94,1
cv2,manipulation,13.76,1
cv2,manipulation,15.28,1
cv2,manipulation,14.58,0
cv2,manipulation,14.5,1
cv2,manipulation,16.32,0
cv2,manipulation,16.85,1
cv2,manipulation,20.8,1
cv2,manipulation,21.16,1
cv2,manipulation,19.34,1
cv2,manipulation,17.66,1
cv2,manipulation,16.61,1
cv2,manipulation,18.4,1
cv2,manipulation,15.17,0
cv2,manipulation,16.86,1
cv2,manipulation,17.61,0
cv2,manipulation,13.91,0
cv2,manipulation,19.47,1
cv2,manipulation,17.35,0
cv2,manipulation,18.33,1
cv2,manipulation,13.32,1
cv2,manipulation,17.88,1
cv2,manipulation,17.95,1
cv2,manipulation,18.93,0
cv2,manipulation,20.46,1
cv2,manipulation,20.34,1
cv2,manipulation,20.41,1
cv2,manipulation,16.58,0
cv2,manipulation,20.22,1
cv2,manipulation,17.13,1
cv2,manipulation,11.74,0
cv2,manipulation,20.01,1
cv2,manipulation,17.02,0
cv2,manipulation,14.96,1
cv2,manipulation,14.86,0
cv2,manipulation,18.75,1
cv2,manipulation,19.36,1
cv2,manipulation,15.25,1
cv2,manipulation,15.52,1
cv2,manipulation,21.18,1
cv2,manipulation,21.52,1
cv2,manipulation,15.33,0
cv2,manipulation,16.81,1
cv2,manipulation,14.79,1
cv2,manipulation,19.2,1
cv2,manipulation,14.36,1
cv2,manipulation,19.89,0
cv2,manipulation,16.74,1
cv2,manipulation,18.87,1
cv2,manipulation,15.2,1
cv2,manipulation,13.97,0
cv2,manipulation,20.08,1
cv2,manipulation,19.69,1
cv2,manipulation,18.03,1
cv2,manipulation,10.86,0
cv2,manipulation,13.36,0
cv2,manipulation,16.68,1
cv2,manipulation,16.71,1
cv2,manipulation,13.72,1
cv2,manipulation,14.51,0
cv2,manipulation,17.03,1
cv2,manipulation,17.03,1
cv2,manipulation,18.8,1
